domain;pdbid;datatype;IBS;IBS;IBS;IBS;IBS;IBS;nonIBS;nonIBS;nonIBS;nonIBS;nonIBS;nonIBS
C2;4a55A02;cathpdb;6;5;0;0;0;0;36;26;4;1;0;0
PH;4a6fB00;cathpdb;10;7;2;0;0;0;25;18;2;0;0;0
PH;4a6kB00;cathpdb;11;9;2;0;0;0;24;15;1;0;0;0
C2DIS;4a6oA00;cathpdb;8;6;0;0;0;0;30;19;1;0;0;0
START;4a84A00;cathpdb;6;5;0;0;0;0;33;21;2;0;0;0
START;4a8vA00;cathpdb;6;5;0;0;0;0;35;25;1;0;0;0
C2DIS;4aaxA00;cathpdb;14;8;0;0;0;0;33;20;0;0;0;0
C2DIS;4ag4A01;cathpdb;12;4;1;0;0;0;33;22;2;0;0;0
C2;4ajwA02;cathpdb;5;3;1;0;0;0;41;35;3;0;0;0
PX;4akvB01;cathpdb;7;5;0;0;0;0;27;19;3;1;0;0
C2DIS;4aryC02;cathpdb;11;10;1;0;0;0;39;25;3;0;0;0
PLA;4aupB00;cathpdb;16;10;2;0;0;0;27;18;2;0;0;0
PX;4az9B00;cathpdb;8;7;2;1;1;0;21;13;2;0;0;0
C1;4b6dB00;cathpdb;14;10;2;0;0;0;19;10;1;0;0;0
PH;4b6hB00;cathpdb;8;6;1;0;0;0;34;16;3;0;0;0
START;4b9rA00;cathpdb;6;4;0;0;0;0;36;26;2;0;0;0
PH;4bbkA00;cathpdb;10;7;1;0;0;0;34;17;2;1;0;0
C2DIS;4bdvB03;cathpdb;9;7;3;0;0;0;25;18;2;0;0;0
C2;4bfrA02;cathpdb;2;1;1;0;0;0;36;28;4;0;0;0
C2;4bfrB03;cathpdb;4;3;1;0;0;0;35;27;4;0;0;0
C2;4bgdA06;cathpdb;5;4;1;0;0;0;33;23;5;1;0;0
C2;4bgdA12;cathpdb;8;7;1;0;0;0;37;26;1;0;0;0
PX;4bgjA00;cathpdb;9;7;3;0;0;0;25;15;1;0;0;0
C2DIS;4bj0A00;cathpdb;11;4;0;0;0;0;43;28;2;0;0;0
C2DIS;4bk5A01;cathpdb;9;8;2;0;0;0;27;23;2;0;0;0
START;4bk6A00;cathpdb;7;6;0;0;0;0;33;22;2;0;0;0
START;4bk7A00;cathpdb;6;5;0;0;0;0;35;24;2;1;1;0
START;4bkcA00;cathpdb;7;6;0;0;0;0;33;22;2;0;0;0
START;4bkcB00;cathpdb;7;6;0;0;0;0;33;21;2;0;0;0
START;4bkdA00;cathpdb;8;4;0;0;0;0;36;25;2;0;0;0
START;4btzA00;cathpdb;5;4;0;0;0;0;37;27;2;0;0;0
C2DIS;4bxsV06;cathpdb;9;5;3;0;0;0;30;23;3;1;0;0
C2DIS;4bxsV07;cathpdb;12;6;3;0;0;0;30;18;1;2;1;0
PH;4c0aA03;cathpdb;17;13;2;0;0;0;33;22;1;0;0;0
START;4c94B00;cathpdb;7;6;1;0;0;0;39;24;3;0;0;0
START;4c9iF00;cathpdb;6;4;0;0;0;0;32;22;3;0;0;0
PH;4chjA00;cathpdb;8;7;0;0;0;0;27;19;0;0;0;0
PH;4chmA00;cathpdb;9;8;0;0;0;0;33;21;1;0;0;0
C2DIS;4crrA00;cathpdb;10;4;1;1;0;0;44;20;2;2;0;0
C2DIS;4cu9B00;cathpdb;11;10;1;0;0;0;37;25;1;0;0;0
C2DIS;4cuaA00;cathpdb;10;9;0;0;0;0;32;26;1;0;0;0
C2DIS;4cuaB00;cathpdb;10;9;0;0;0;0;28;23;1;0;0;0
C2DIS;4cubA00;cathpdb;10;9;0;0;0;0;28;25;1;0;0;0
C2DIS;4cucA01;cathpdb;11;8;2;0;0;0;26;25;1;0;0;0
C2DIS;4cvuA01;cathpdb;14;11;3;0;0;0;24;16;2;0;0;0
PH;4d0nB02;cathpdb;13;8;1;0;0;0;28;20;2;0;0;0
C2DIS;4d0qA00;cathpdb;6;3;0;0;0;0;36;19;1;0;0;0
C2DIS;4d8mA02;cathpdb;11;7;2;0;0;0;42;24;1;0;0;0
PLA;4dcfD00;cathpdb;14;10;2;0;0;0;26;20;1;0;0;0
C2DIS;4deqB01;cathpdb;11;8;0;0;0;0;30;20;2;1;1;0
C2DIS;4devE01;cathpdb;6;5;0;0;0;0;35;25;5;0;0;0
C2;4dnlA00;cathpdb;12;7;0;0;0;0;30;25;2;0;0;0
START;4dscB00;cathpdb;8;5;0;0;0;0;34;25;3;0;0;0
C2DIS;4duvB01;cathpdb;12;8;1;0;0;0;48;33;1;0;0;0
PH;4dx8D00;cathpdb;13;8;2;0;0;0;28;19;3;0;0;0
PH;4dx9000;cathpdb;14;8;1;0;0;0;31;21;5;1;1;0
PH;4dx9100;cathpdb;9;6;0;0;0;0;35;21;4;0;0;0
PH;4dx9200;cathpdb;4;1;0;0;0;0;31;24;5;0;0;0
PH;4dx9300;cathpdb;13;8;0;0;0;0;31;23;5;0;0;0
PH;4dx9400;cathpdb;8;4;0;0;0;0;29;19;3;0;0;0
PH;4dx9500;cathpdb;11;7;1;0;0;0;31;18;2;1;0;0
PH;4dx9A00;cathpdb;10;7;0;0;0;0;28;22;5;0;0;0
PH;4dx9E00;cathpdb;13;8;0;0;0;0;30;16;3;0;0;0
PH;4dx9K00;cathpdb;11;8;0;0;0;0;29;19;3;0;0;0
PH;4dx9M00;cathpdb;11;8;1;0;0;0;34;20;3;0;0;0
PH;4dx9O00;cathpdb;9;6;1;0;0;0;28;23;4;0;0;0
PH;4dx9Q00;cathpdb;10;7;0;0;0;0;33;23;3;1;0;0
PH;4dx9S00;cathpdb;15;9;1;0;0;0;32;20;3;1;0;0
PH;4dx9Y00;cathpdb;15;10;1;0;0;0;33;23;4;1;0;0
PH;4dx9c00;cathpdb;12;6;0;0;0;0;27;23;3;1;0;0
PH;4dx9g00;cathpdb;12;8;1;0;0;0;25;16;2;0;0;0
PH;4dx9i00;cathpdb;7;4;1;0;0;0;35;22;8;0;0;0
PH;4dx9u00;cathpdb;10;6;0;0;0;0;32;24;5;0;0;0
C2DIS;4dxrA00;cathpdb;11;7;3;0;0;0;28;17;2;0;0;0
C2DIS;4dxtA00;cathpdb;12;8;5;0;0;0;32;21;3;0;0;0
PLA;4e4cA00;cathpdb;12;9;1;0;0;0;25;14;3;0;0;0
C2DIS;4e8cB02;cathpdb;0;0;0;0;0;0;36;28;0;0;0;0
C2DIS;4e8cB03;cathpdb;11;7;3;0;0;0;27;23;4;0;0;0
PH;4ekuA03;cathpdb;5;4;1;0;0;0;24;17;2;0;0;0
PH;4emoA00;cathpdb;10;7;1;0;0;0;25;15;0;3;1;0
PH;4emoB00;cathpdb;6;5;1;0;0;0;33;19;0;0;0;0
PH;4emoC00;cathpdb;6;3;0;0;0;0;31;19;1;1;0;0
PH;4emoD00;cathpdb;10;5;1;0;0;0;29;16;1;1;0;0
C2DIS;4et7A00;cathpdb;19;12;5;0;0;0;33;22;1;0;0;0
ANNEXIN;4evfA04;cathpdb;10;6;0;0;0;0;26;12;4;2;0;0
ANNEXIN;4evhA01;cathpdb;12;5;0;0;0;0;29;15;1;0;0;0
ANNEXIN;4evhA02;cathpdb;12;8;1;0;0;0;24;12;2;0;0;0
ANNEXIN;4evhA03;cathpdb;12;8;1;0;0;0;30;11;2;1;0;0
PLD;4f2bA00;cathpdb;13;8;0;0;0;0;44;26;1;0;0;0
PLD;4f2tA00;cathpdb;11;10;2;0;0;0;45;27;2;0;0;0
PH;4f77e00;cathpdb;11;8;1;0;0;0;27;18;1;0;0;0
PH;4f7gA02;cathpdb;12;7;0;0;0;0;24;14;4;0;0;0
PH;4f7hA00;cathpdb;8;6;2;0;0;0;23;14;5;1;0;0
PH;4f7uP00;cathpdb;10;8;1;0;0;0;30;17;2;0;0;0
C2;4f92B06;cathpdb;4;3;0;0;0;0;35;26;6;0;0;0
C2;4f92B12;cathpdb;5;5;1;0;0;0;33;27;3;1;0;0
C2;4fadA02;cathpdb;6;4;1;0;0;0;36;27;4;0;0;0
C2;4fhjA02;cathpdb;4;4;0;0;0;0;34;25;4;0;0;0
C2;4fjzA02;cathpdb;6;6;1;0;0;0;28;17;3;0;0;0
C1;4fkdA01;cathpdb;11;9;3;0;0;0;21;14;1;0;0;0
START;4fpwA00;cathpdb;10;8;0;0;0;0;34;20;0;0;0;0
START;4fpwB00;cathpdb;11;8;0;0;0;0;34;20;0;0;0;0
PH;4gn1D02;cathpdb;11;8;0;0;0;0;38;28;4;0;0;0
C2DIS;4gwjA00;cathpdb;9;4;0;1;0;0;37;16;0;1;0;0
START;4gy9A00;cathpdb;8;6;0;0;0;0;25;15;3;0;0;0
C2DIS;4gz9A03;cathpdb;11;7;0;0;0;0;33;21;3;1;1;0
C2DIS;4gz9A04;cathpdb;6;5;0;0;0;0;36;26;1;0;0;0
PH;4gzuB02;cathpdb;9;6;1;0;0;0;36;24;3;0;0;0
PH;4gzuB03;cathpdb;8;6;1;0;0;0;24;20;4;0;0;0
PLA;4h0qB00;cathpdb;13;8;2;1;1;0;28;15;0;0;0;0
PLA;4h0sB00;cathpdb;13;12;4;0;0;0;23;14;2;0;0;0
PX;4hasB00;cathpdb;9;8;1;0;0;0;26;15;0;0;0;0
PLA;4hg9B00;cathpdb;12;10;3;0;0;0;18;13;2;1;1;0
ANNEXIN;4hreD01;cathpdb;9;6;0;0;0;0;25;13;0;0;0;0
ANNEXIN;4hreD03;cathpdb;8;5;0;0;0;0;25;15;3;0;0;0
PLD;4i9mA00;cathpdb;16;11;2;0;0;0;45;24;1;1;0;0
PH;4iapB01;cathpdb;9;8;0;0;0;0;22;14;3;0;0;0
C2;4icwA00;cathpdb;12;8;0;0;0;0;32;22;1;0;0;0
C2;4icxA00;cathpdb;11;9;0;0;0;0;31;18;1;0;0;0
C2;4icxB00;cathpdb;11;9;0;0;0;0;35;23;1;0;0;0
C2;4icxC00;cathpdb;11;8;0;0;0;0;36;24;1;0;0;0
PH;4ifsA02;cathpdb;7;7;0;1;1;0;30;21;0;0;0;0
START;4igxC00;cathpdb;9;6;0;2;1;0;36;21;4;2;1;0
C2;4ihbC00;cathpdb;10;7;1;0;0;0;27;16;0;1;1;0
PX;4ikbA00;cathpdb;9;6;2;0;0;0;29;19;1;1;1;0
PX;4ikbB00;cathpdb;12;7;3;0;0;0;30;19;0;0;0;0
PX;4ikdA00;cathpdb;10;6;2;0;0;0;24;19;2;0;0;0
PH;4ioyX02;cathpdb;6;5;2;0;0;0;33;26;2;0;0;0
C2;4iqhA00;cathpdb;12;9;1;0;0;0;29;18;2;1;0;0
C2DIS;4iugA04;cathpdb;4;4;0;0;0;0;39;27;3;0;0;0
C2DIS;4iugA05;cathpdb;12;10;1;0;0;0;31;26;3;1;0;0
START;4jdaD00;cathpdb;10;7;1;0;0;0;34;22;0;0;0;0
C2DIS;4jhzA01;cathpdb;5;5;1;0;0;0;39;28;5;2;1;0
C2DIS;4jhzB01;cathpdb;5;5;1;0;0;0;41;28;6;2;1;0
C2DIS;4jklB01;cathpdb;8;6;0;1;1;0;38;31;12;0;0;0
C2DIS;4jkmB01;cathpdb;8;8;1;0;0;0;36;29;6;0;0;0
C2DIS;4jx0A02;cathpdb;5;4;0;1;0;0;38;27;0;0;0;0
C2DIS;4jx0B02;cathpdb;5;4;0;1;0;0;38;28;0;0;0;0
PLA;4k06B00;cathpdb;13;11;5;0;0;0;25;18;1;0;0;0
PLA;4k09B00;cathpdb;12;10;3;0;0;0;28;15;1;0;0;0
PH;4k17A01;cathpdb;11;9;2;0;0;0;33;21;3;1;1;0
PH;4k17B01;cathpdb;9;7;1;0;0;0;34;19;2;2;1;0
PH;4k17C01;cathpdb;8;6;1;0;0;0;33;22;2;1;0;0
PH;4k17D01;cathpdb;10;9;1;0;0;0;33;21;3;2;1;0
PH;4k2oA01;cathpdb;8;6;1;0;0;0;24;16;0;0;0;0
PH;4k2pC01;cathpdb;8;6;1;0;0;0;25;16;0;0;0;0
PH;4k81E02;cathpdb;11;7;0;0;0;0;31;24;4;0;0;0
PH;4kaxB00;cathpdb;12;9;1;0;0;0;29;21;4;1;1;0
PLA;4kf3A00;cathpdb;11;10;4;0;0;0;26;19;2;0;0;0
PH;4khaA02;cathpdb;8;6;1;0;0;0;39;29;3;0;0;0
PH;4khbD01;cathpdb;6;4;1;0;0;0;29;21;0;0;0;0
C2DIS;4ki5M00;cathpdb;9;6;4;0;0;0;37;25;3;1;0;0
C2DIS;4kmqA06;cathpdb;13;6;0;0;0;0;38;19;0;0;0;0
PH;4kvgD02;cathpdb;11;7;0;0;0;0;32;24;2;0;0;0
C2DIS;4kwuA06;cathpdb;8;7;0;0;0;0;39;21;0;0;0;0
C2;4kz0A02;cathpdb;5;4;1;0;0;0;42;32;4;0;0;0
C2DIS;4l0pA00;cathpdb;15;11;5;0;0;0;26;22;1;0;0;0
C1;4l9mA04;cathpdb;8;8;4;1;0;0;22;17;3;0;0;0
C2;4lcvC00;cathpdb;13;9;1;0;0;0;39;25;3;0;0;0
C2;4ldcA00;cathpdb;11;7;1;0;0;0;44;22;1;1;0;0
START;4lg5A00;cathpdb;9;5;0;0;0;0;40;27;2;0;0;0
C2DIS;4lhsA01;cathpdb;10;9;1;0;0;0;32;20;1;0;0;0
C2DIS;4lplA00;cathpdb;8;4;0;1;0;0;33;23;0;0;0;0
C2DIS;4madA02;cathpdb;0;0;0;0;0;0;45;36;2;0;0;0
C2DIS;4madA03;cathpdb;12;6;1;0;0;0;24;16;0;0;0;0
START;4mapA00;cathpdb;7;4;0;0;0;0;32;22;0;0;0;0
ANNEXIN;4mduA01;cathpdb;10;7;1;0;0;0;24;13;1;1;0;0
ANNEXIN;4mduA02;cathpdb;7;4;1;0;0;0;22;14;3;0;0;0
ANNEXIN;4mduA03;cathpdb;11;8;0;0;0;0;24;15;2;0;0;0
ANNEXIN;4mduA04;cathpdb;13;7;1;0;0;0;26;10;2;1;0;0
C2DIS;4mgqA01;cathpdb;11;6;0;0;0;0;40;24;3;0;0;0
C2DIS;4mgsA00;cathpdb;7;5;0;0;0;0;34;24;3;1;0;0
C2;4mjjA00;cathpdb;7;5;0;0;0;0;40;27;2;0;0;0
PH;4mk0A05;cathpdb;11;8;2;0;0;0;23;13;1;1;1;0
START;4mnsA00;cathpdb;9;7;0;0;0;0;31;18;1;0;0;0
C2DIS;4mo3M00;cathpdb;10;6;4;0;0;0;32;23;0;1;0;0
C2DIS;4moaA02;cathpdb;13;10;1;0;0;0;30;25;5;0;0;0
PH;4mt7A02;cathpdb;10;9;4;0;0;0;30;23;4;0;0;0
START;4n0gC00;cathpdb;8;4;0;0;0;0;34;18;1;0;0;0
START;4n3eY00;cathpdb;9;7;0;0;0;0;38;25;2;0;0;0
C2;4npjB01;cathpdb;9;7;0;0;0;0;29;20;4;0;0;0
C2;4npjB02;cathpdb;9;5;1;0;0;0;31;21;0;0;0;0
C2;4npkA01;cathpdb;13;10;2;0;0;0;31;20;2;0;0;0
C2;4ns0A00;cathpdb;9;8;1;0;0;0;36;25;1;0;0;0
PH;4nswB02;cathpdb;10;8;2;0;0;0;24;16;0;0;0;0
PLA;4ntyC00;cathpdb;11;9;0;0;0;0;27;18;3;1;0;0
PH;4ny0C03;cathpdb;6;4;1;0;0;0;26;18;3;0;0;0
PLD;4oecC00;cathpdb;19;8;0;0;0;0;44;27;0;0;0;0
START;4oicA00;cathpdb;8;5;1;0;0;0;38;25;1;0;0;0
C2DIS;4omdB02;cathpdb;0;0;0;0;0;0;39;22;2;0;0;0
PX;4on3B00;cathpdb;12;10;4;0;0;0;21;14;2;0;0;0
C2DIS;4oueA02;cathpdb;11;6;0;0;0;0;32;21;0;0;0;0
PX;4oxwA00;cathpdb;10;9;3;0;0;0;25;15;0;0;0;0
C2DIS;4oyuA00;cathpdb;10;6;0;0;0;0;40;23;5;1;0;0
PX;4p2iB00;cathpdb;11;6;1;0;0;0;24;19;2;0;0;0
C2DIS;4p5yA00;cathpdb;10;8;0;0;0;0;31;15;1;0;0;0
C2DIS;4pf1B03;cathpdb;6;5;0;0;0;0;36;31;2;0;0;0
PX;4pqpB00;cathpdb;10;8;2;0;0;0;29;19;5;0;0;0
START;4psbA00;cathpdb;9;7;0;0;0;0;35;19;2;0;0;0
C2DIS;4pt6A00;cathpdb;9;6;0;0;0;0;36;25;2;0;0;0
PLD;4ptdA00;cathpdb;14;12;2;0;0;0;44;25;1;1;1;0
PX;4pzgA00;cathpdb;9;8;4;0;0;0;22;16;2;0;0;0
START;4q0kA00;cathpdb;8;5;0;0;0;0;37;27;5;0;0;0
PLD;4q6xA00;cathpdb;8;8;1;0;0;0;42;24;0;2;0;0
C2;4qamB00;cathpdb;9;9;1;0;0;0;38;25;1;0;0;0
C2DIS;4qawH03;cathpdb;9;6;1;0;0;0;39;20;2;1;0;0
C2DIS;4qb1A00;cathpdb;9;6;1;0;0;0;47;23;1;0;0;0
C2DIS;4qdrA01;cathpdb;15;8;0;0;0;0;28;17;0;0;0;0
C2DIS;4qdrA02;cathpdb;6;4;1;0;0;0;33;23;5;0;0;0
PLD;4qj5B03;cathpdb;12;8;3;0;0;0;41;28;0;0;0;0
C2;4qj5B04;cathpdb;7;5;0;0;0;0;33;24;7;1;0;0
C2DIS;4qx2A02;cathpdb;10;9;2;0;0;0;36;23;5;1;0;0
START;4r7kA00;cathpdb;7;6;0;0;0;0;32;21;0;0;0;0
START;4r7kB00;cathpdb;7;6;0;0;0;0;34;22;1;0;0;0
START;4r7kC00;cathpdb;8;7;0;0;0;0;35;23;1;0;0;0
START;4r7kD00;cathpdb;7;6;0;0;0;0;34;22;1;0;0;0
PLD;4r7oB00;cathpdb;17;14;0;0;0;0;42;33;0;0;0;0
START;4reiA00;cathpdb;11;6;0;0;0;0;33;15;1;2;0;0
PLD;4rv3A00;cathpdb;15;12;2;0;0;0;40;22;1;1;0;0
PLD;4s3gA00;cathpdb;14;10;1;0;0;0;47;25;1;0;0;0
PH;4tknB03;cathpdb;3;1;1;0;0;0;32;21;4;0;0;0
C2;4ts6A00;cathpdb;12;7;1;0;0;0;35;22;2;1;0;0
C2DIS;4txwA00;cathpdb;7;5;2;0;0;0;39;16;4;0;0;0
PH;4tyzB00;cathpdb;4;4;1;0;0;0;27;19;4;0;0;0
C2DIS;4uapA00;cathpdb;14;11;1;0;0;0;22;15;0;1;0;0
C1;4uxjH02;cathpdb;6;3;0;0;0;0;18;12;1;1;0;0
PLA;4uy1B00;cathpdb;10;9;5;0;0;0;32;19;1;0;0;0
C2;4v11A00;cathpdb;8;5;1;0;0;0;39;21;1;0;0;0
C2DIS;4w4zB00;cathpdb;15;10;2;0;0;0;30;23;1;0;0;0
C2DIS;4w8jA02;cathpdb;10;8;1;0;0;0;34;25;3;0;0;0
PH;4wj7C00;cathpdb;14;10;0;0;0;0;31;21;2;0;0;0
PH;4wsfA00;cathpdb;11;7;0;0;0;0;25;16;2;0;0;0
PLA;4wtbA00;cathpdb;11;9;3;1;1;0;27;16;2;0;0;0
START;4wvoA00;cathpdb;8;4;0;0;0;0;31;23;1;0;0;0
ANNEXIN;4x9pA01;cathpdb;8;6;0;0;0;0;22;12;1;0;0;0
ANNEXIN;4x9pA02;cathpdb;9;6;0;0;0;0;23;11;1;0;0;0
ANNEXIN;4x9pA03;cathpdb;9;7;0;0;0;0;29;16;4;0;0;0
ANNEXIN;4x9pA04;cathpdb;10;7;0;0;0;0;27;9;2;0;0;0
START;4xrtB01;cathpdb;7;7;0;0;0;0;39;17;1;0;0;0
START;4xrtB02;cathpdb;14;9;1;0;0;0;27;15;1;0;0;0
START;4xrwA01;cathpdb;8;5;0;0;0;0;37;19;2;0;0;0
START;4xrwA02;cathpdb;10;6;0;0;0;0;24;14;0;0;0;0
C2DIS;4xuoB00;cathpdb;8;4;0;0;0;0;36;21;0;0;0;0
C2DIS;4xupA02;cathpdb;6;3;0;0;0;0;44;31;1;0;0;0
C2DIS;4xupC00;cathpdb;8;4;0;0;0;0;39;20;0;0;0;0
C2DIS;4xvhA01;cathpdb;2;2;0;0;0;0;38;27;1;0;0;0
C2;4y1tA00;cathpdb;11;6;0;0;0;0;30;20;2;1;0;0
PH;4y94A00;cathpdb;10;8;0;0;0;0;24;22;3;0;0;0
C2DIS;4ypjB01;cathpdb;12;8;3;0;0;0;34;25;1;0;0;0
PH;4z2mB02;cathpdb;7;5;1;0;0;0;36;29;1;0;0;0
START;4z3lC00;cathpdb;7;5;0;0;0;0;36;21;3;0;0;0
PH;4zrkA03;cathpdb;7;5;0;0;0;0;27;20;5;0;0;0
C2DIS;4zxeB00;cathpdb;6;4;0;0;0;0;35;24;1;0;0;0
C2DIS;4zy9A00;cathpdb;6;4;0;0;0;0;33;21;1;0;0;0
C2DIS;4zy9B00;cathpdb;6;4;0;0;0;0;32;19;1;0;0;0
C2DIS;4zz8A00;cathpdb;6;5;0;0;0;0;31;22;1;0;0;0
START;5amwA00;cathpdb;5;4;1;0;0;0;32;23;4;0;0;0
C2DIS;5b4nA00;cathpdb;9;8;0;0;0;0;38;26;4;1;0;0
C2DIS;5b4xA01;cathpdb;11;7;1;0;0;0;36;24;3;0;0;0
C2DIS;5b4xA02;cathpdb;9;7;0;0;0;0;28;21;3;0;0;0
C2DIS;5b4xA03;cathpdb;11;6;0;1;0;0;31;25;4;0;0;0
C2DIS;5b4xA04;cathpdb;11;4;1;0;0;0;32;23;5;0;0;0
C2DIS;5b4xC01;cathpdb;14;9;1;0;0;0;36;25;3;0;0;0
C2DIS;5b4xC02;cathpdb;6;4;0;0;0;0;28;22;5;0;0;0
C2DIS;5b4xC03;cathpdb;11;6;0;0;0;0;33;27;3;0;0;0
C2DIS;5b4xC04;cathpdb;13;5;1;0;0;0;31;24;5;1;0;0
START;5brlB00;cathpdb;9;6;1;0;0;0;36;30;1;0;0;0
PH;5c16C01;cathpdb;9;5;1;0;0;0;28;18;6;0;0;0
PH;5c6rA00;cathpdb;12;7;1;0;0;0;25;16;1;0;0;0
C2DIS;5c70B01;cathpdb;7;6;0;0;0;0;27;22;5;0;0;0
C2;5ccgE02;cathpdb;7;4;1;0;0;0;37;20;1;1;1;0
C2;5ccjB00;cathpdb;7;5;1;0;0;0;40;19;0;0;0;0
C2DIS;5czkA01;cathpdb;4;4;1;0;0;0;39;29;4;0;0;0
C2DIS;5czkB01;cathpdb;6;6;1;0;0;0;40;29;4;0;0;0
PH;5d3wB00;cathpdb;12;4;2;0;0;0;37;24;2;0;0;0
C2DIS;5dmyB01;cathpdb;12;9;3;0;0;0;35;25;1;1;0;0
C2DIS;5dn2A00;cathpdb;15;10;0;0;0;0;36;24;5;0;0;0
START;5e46A00;cathpdb;4;2;0;0;0;0;29;16;0;0;0;0
START;5e46B00;cathpdb;4;2;0;0;0;0;28;15;0;0;0;0
START;5e4bB00;cathpdb;4;2;0;0;0;0;30;17;0;0;0;0
PH;5efxA00;cathpdb;14;10;0;0;0;0;30;22;2;0;0;0
C2DIS;5ej1B01;cathpdb;9;6;2;0;0;0;29;23;1;1;0;0
C2DIS;5ej1B03;cathpdb;8;5;0;0;0;0;34;20;1;0;0;0
C2DIS;5f7uA06;cathpdb;9;5;0;0;0;0;38;21;0;0;0;0
PH;5fi0G02;cathpdb;13;7;3;0;0;0;30;21;1;0;0;0
C1;5fuxA02;cathpdb;6;2;0;0;0;0;23;15;1;0;0;0
C2DIS;5g04L00;cathpdb;7;5;0;0;0;0;32;26;5;0;0;0
PLA;5g3nB00;cathpdb;12;10;2;0;0;0;24;16;1;1;0;0
PH;5gowB00;cathpdb;7;4;0;0;0;0;35;20;2;0;0;0
C2;5h4zA00;cathpdb;10;7;2;0;0;0;28;18;1;0;0;0
PH;5he2A05;cathpdb;9;7;2;0;0;0;23;16;1;0;0;0
C2DIS;5hpoA06;cathpdb;9;5;0;0;0;0;39;21;0;0;0;0
C2DIS;5hxmA06;cathpdb;9;5;0;0;0;0;38;21;0;0;0;0
C2DIS;5i0dA06;cathpdb;9;5;0;0;0;0;39;21;0;0;0;0
C2DIS;5i0dB06;cathpdb;9;6;0;0;0;0;39;22;0;0;0;0
START;5i9jA00;cathpdb;9;6;1;0;0;0;35;25;3;0;0;0
C2DIS;5ifpA04;cathpdb;6;6;0;0;0;0;33;25;3;0;0;0
C2DIS;5ifpA05;cathpdb;13;10;1;0;0;0;30;25;5;0;0;0
C2DIS;5j1xB00;cathpdb;12;8;0;0;0;0;28;18;1;1;1;0
START;5jo1A00;cathpdb;8;5;1;0;0;0;30;22;2;0;0;0
PH;5jp4A00;cathpdb;11;6;0;1;1;0;34;27;3;0;0;0
PH;5kcvA01;cathpdb;5;4;1;0;0;0;26;17;3;1;0;0
C2;5kj7K01;cathpdb;8;5;2;0;0;0;31;21;2;1;0;0
C2;5kj7K02;cathpdb;8;4;1;0;0;0;36;26;2;0;0;0
PH;5kq1A00;cathpdb;12;8;0;0;0;0;33;26;4;0;0;0
PH;5l81A00;cathpdb;7;6;2;0;0;0;34;18;2;0;0;0
C2DIS;5la0A02;cathpdb;10;6;1;1;0;0;41;25;5;2;0;0
C2DIS;5lcwL00;cathpdb;6;5;0;0;0;0;32;26;5;0;0;0
PLA;5p2pA00;cathpdb;12;10;2;0;0;0;26;16;1;0;0;0
PLD;5ptdA00;cathpdb;11;10;2;0;0;0;41;27;1;1;1;0
PLD;5t9bG00;cathpdb;15;10;1;0;0;0;42;30;0;1;1;0
PLD;6ptdA00;cathpdb;13;11;2;0;0;0;45;26;1;1;1;0
PLD;7ptdA00;cathpdb;14;11;2;0;0;0;43;26;1;2;1;0
PH;A0A0G2JTR4;alfafold;17;13;0;0;0;0;32;22;1;0;0;0
C2;A0A0G2K344;alfafold;7;6;0;0;0;0;35;26;2;0;0;0
C2;A0AVI2;alfafold;9;8;3;0;0;0;27;24;6;0;0;0
C2;A0FGR9;alfafold;10;7;1;0;0;0;23;21;5;0;0;0
C2;A0JJX5;alfafold;12;7;3;0;0;0;24;21;1;0;0;0
PH;A1A4S6;alfafold;12;9;1;0;0;0;23;15;0;0;0;0
PH;A1A535;alfafold;10;10;3;0;0;0;23;17;1;0;0;0
PH;A1L390;alfafold;8;7;1;0;0;0;27;19;2;0;0;0
PX;A1X283;alfafold;17;12;2;0;0;0;35;19;3;0;0;0
PH;A1Z7A6;alfafold;12;10;0;0;0;0;25;13;2;0;0;0
PH;A1ZAJ2;alfafold;6;4;0;0;0;0;29;21;3;0;0;0
C2;A1ZBD6;alfafold;12;6;1;0;0;0;22;18;4;0;0;0
C2;A2A5Z6;alfafold;9;7;2;0;0;0;23;17;3;1;0;0
PH;A2A8Z1;alfafold;9;6;2;0;0;0;26;18;2;0;0;0
PX;A2AAY5;alfafold;17;13;1;0;0;0;34;18;3;0;0;0
PH;A2AB59;alfafold;13;10;0;0;0;0;27;18;1;0;0;0
PH;A2AF47;alfafold;12;12;2;0;0;0;26;16;2;0;0;0
PH;A2AP18;alfafold;16;14;1;0;0;0;30;23;3;0;0;0
PH;A2BID5;alfafold;9;9;4;0;0;0;22;17;0;0;0;0
PH;A2CEA7;alfafold;13;10;1;0;0;0;20;18;1;0;0;0
C2DIS;A2RUV9;alfafold;12;7;2;0;0;0;37;26;2;0;0;0
START;A3BPF2;alfafold;6;6;2;0;0;0;34;19;1;0;0;0
C2;A3KGF7;alfafold;9;6;0;0;0;0;32;29;6;0;0;0
C2;A3KGK3;alfafold;16;11;4;0;0;0;28;25;5;0;0;0
PH;A4IG55;alfafold;7;6;2;0;0;0;22;15;0;0;0;0
PH;A5D6R3;alfafold;13;11;0;0;0;0;40;27;3;0;0;0
PH;A5PKW4;alfafold;9;7;0;0;0;0;34;23;2;0;0;0
PH;A6NEE1;alfafold;8;7;0;0;0;0;32;20;4;0;0;0
PH;A6NI28;alfafold;11;7;2;0;0;0;23;15;0;0;0;0
